Type,Titre,Lieu,Auteurs,Equipe,Date,Année,Langue,Lien,Note,Intervenant,Président,Mots_clés,Résumé,Famille,,,,,,
Book Section,Impact des systèmes cyber-physiques sur le système de santé,"Centre Génie Industriel (CGI), Laboratoire des sciences pour la conception, l'optimisation et la production (G-SCOP), Design, Engineering and Operation Management of Systems and Services (G-SCOP_DOME2S)","Fontanili, Franck, Di Mascolo, Maria","KTK-4715, DOCA-00, Computer Science [cs]Book sections",2023-09,2023,French,https://hal.science/hal-04303364,"UGA, MINES-ALBI, CNRS, INPG, G-SCOP, EMAC, LORIA2, CGI, INSTITUTS-TELECOM, UGA-EPE, G-SCOP_DOME2S, TEST-SEBASTIEN3, INSTITUT-MINES-TELECOM",ISTE Group,,"soins de santé, hôpital, patient, surveillance, jumeau numérique","Comme dans le domaine industriel, mais sans doute avec beaucoup moins de maturité, les Systèmes Cyber-Physiques de Santé (HCPS) constituent un élément clé de l’évolution et de la modernisation du système de santé. Cependant, il est délicat et risqué d’imaginer une transposition directe des systèmes industriels cyber-physiques (ICPS) sans prendre en compte les spécificités du système de santé, présentées dans ce chapitre. Le terme ” système de santé ” désigne l’ensemble des organisations, institutions, ressources et personnes dont l’objectif principal est d’identifier et de satisfaire les besoins de santé de la population.",Ingénierie santé et bien-être,,,,,,
Book Section,Médias sociaux et résilience collective : la mobilisation des makers pendant la crise de Covid-19,"Centre Génie Industriel (CGI), Institut Polytechnique de Paris (IP Paris), Département Sciences Economiques et Sociales (SES), Numérique, Organisation et Société (NOS), IMT École nationale supérieure des Mines d'Albi-Carmaux (IMT Mines Albi)","Batard, Robin, Rizza, Caroline, Montarnal, Aurélie, Benaben, Frederick","Financement complémentaire par le CARE - MESRI, KTK-4486, Humanities and Social Sciences, Humanities and Social Sciences/Library and information sciences, Engineering Sciences [physics]Book sections",2022,2022,French,https://hal.science/hal-03713670,"SHS, MINES-ALBI, CNRS, TELECOM-PARISTECH, EMAC, CGI, I3-TPT, SES, IP_PARIS, INSTITUTS-TELECOM, ANR, NOS, ENSMP_I3, UMR_I3, INSTITUT-MINES-TELECOM",Presses des Mines,,,"Ce chapitre étudie l'appropriation des médias sociaux par les communautés de makers au cours de la crise de Covid-19, pour s'organiser et combler un manque institutionnel dans la production et la distribution de matériel médical (masques, visières). Des entretiens demi-directifs ont été menés avec des makers contribuant à deux réseaux: Visière solidaire, et le réseau d'étudiants des Arts et Métiers. Les travaux montrent en quoi les usages des médias sociaux s'intègrent de manière transparente aux pratiques des citoyens, qui se les approprient pour répondre à des besoins spécifiques. Les initiatives étudiées s'inscrivent alors dans une cartographie plus vaste de la diversité d'initiatives menées au cours de la crise, couvrant partage d'informations, construction de la connaissance, organisation et réalisation d'opérations de réponse. Cette étude souligne enfin l'apport de cette diversité d'usages des médias sociaux pour construire pleinement la résilience collective au fil des crises.","Énergie, économie circulaire et société",,,,,,
Book Section,Dimensionnement optimal d’une armoire de dispensation sous contraintes d’adjacence,"Université d'Oran 2 Mohamed Ben Ahmed [Oran], Centre Génie Industriel (CGI), Bureau d'Économie Théorique et Appliquée (BETA), Laboratoire des sciences de l'ingénieur, de l'informatique et de l'imagerie (ICube)","Hachemi, Khalid, Gourc, Didier, Marmier, François","KTK-4412, Engineering Sciences [physics]Book sections",2022,2022,English,https://imt-mines-albi.hal.science/hal-03588909,"AGROPARISTECH, MINES-ALBI, CNRS, ENGEES, UNIV-STRASBG, EMAC, INSA-STRASBOURG, CGI, UNIV-LORRAINE, INC-CNRS, AGREENIUM, SITE-ALSACE, BETA, INSA-GROUPE, INSTITUTS-TELECOM, INRAE, TEST2-HALCNRS, RESEAU-EAU, INSTITUT-MINES-TELECOM",Wiley-ISTE,,"Healthcare Systems, Technology","This book is centered around the development of agile, high-performing healthcare institutions that are well integrated into their environment. The aim is to take advantage of artificial intelligence, optimization and simulation methods to provide solutions to prevent, anticipate, monitor and follow public health developments in order to intervene at the right time, using tools and resources that are both appropriate and effective. The focus is on the people involved – the patients, as well as medical, technical and administrative staff – in an effort to provide an efficient healthcare and working environment that meets safety, quality and productivity requirements.Healthcare Systems has been written by healthcare professionals, researchers in science and technology as well as in the social sciences and humanities from various French-speaking countries. It explores the challenges and opportunities presented by digital technology in our practices, organizations and management techniques.",Ingénierie santé et bien-être,,,,,,
Book Section,Automatisation du traitement des media sociaux: opportunités et obstacles identifiés,"Centre Génie Industriel (CGI), Pennsylvania State University (Penn State)","Coche, Julien, Montarnal, Aurelie, Benaben, Frederick, Tapia, Andrea","KTK-4539, Engineering Sciences [physics]Book sections",2022,2022,French,https://imt-mines-albi.hal.science/hal-03923078,"MINES-ALBI, EMAC, CGI, IRISA-D7, INSTITUTS-TELECOM, ANR, INSTITUT-MINES-TELECOM",Presses des Mines,,,,Industrie du futur responsable,,,,,,
Book Section,Vers un prototype de mise à jour des plannings long-terme dans le secteur du service à domicile,"Centre Génie Industriel (CGI), Laboratoire des sciences pour la conception, l'optimisation et la production (G-SCOP), Gestion et Conduite des Systèmes de Production (G-SCOP_GCSP), Recherche Opérationnelle pour les Systèmes de Production (G-SCOP_ROSP), Adomni-Quemera","Martinez, Clea, Di Mascolo, Maria, Espinouse, Marie-Laure, Radureau, Jérôme","KTK-4716, DOCA-00, Computer Science [cs]Book sections",2022-09,2022,English,https://hal.science/hal-04303439,"UGA, MINES-ALBI, CNRS, INPG, G-SCOP, EMAC, G-SCOP_OSP_ROSP, G-SCOP_OSP_GCSP, CGI, INSTITUTS-TELECOM, UGA-EPE, TEST-SEBASTIEN3, INSTITUT-MINES-TELECOM",ISTE Group,,,,Industrie du futur responsable,,,,,,
Book Section,Designing Valid Humanitarian Logistics Scenario Sets: Application to Recurrent Peruvian Floods and Earthquakes,"Pontificia Universidad Católica del Perú =  Pontifical Catholic University of Peru (PUCP), Centre Génie Industriel (CGI), Delft University of Technology (TU Delft)","Vargas Florez, Jorge, Lauras, Matthieu, Comes, Tina","KTK-4143, Engineering Sciences [physics]Book sections",2021,2021,English,https://imt-mines-albi.hal.science/hal-02944287,"MINES-ALBI, EMAC, CGI, INSTITUTS-TELECOM, INSTITUT-MINES-TELECOM",IGI Global,,,"Literature about humanitarian logistics (HL) has developed a lot of innovative decision support systems during the last decades to support decisions such as location, routing, supply, or inventory management. Most of those contributions are based on quantitative models but, generally, are not used by practitioners who are not confident with. This can be explained by the fact that scenarios and datasets used to design and validate those HL models are often too simple compared to the real situations. In this chapter, a scenario-based approach based on a five-step methodology has been developed to bridge this gap by designing a set of valid scenarios able to assess disaster needs in regions subject to recurrent disasters. The contribution, usable by both scholars and practitioners, demonstrates that defining such valid scenario sets is possible for recurrent disasters. Finally, the proposal is validated on a concrete application case based on Peruvian recurrent flood and earthquake disasters.",Industrie du futur responsable,,,,,,
Book Section,Chapitre II : Optimiser les métiers,"Centre Génie Industriel (CGI), AGILEA S.A.S.","Lauras, Matthieu, Revenu, Guillaume","KTK-4264, Engineering Sciences [physics]Book sections",2021,2021,French,https://imt-mines-albi.hal.science/hal-03218525,"MINES-ALBI, EMAC, CGI, INSTITUTS-TELECOM, INSTITUT-MINES-TELECOM",Presses des Mines,,,,"Énergie, économie circulaire et société",,,,,,
Book Section,The Integration of Risk Aspects into Business Process Management: The e -BPRIM Modeling Method,"Centre Génie Industriel (CGI), Institut national universitaire Champollion [Albi] (INUC), abamix GmbH, Laboratoire de Génie Chimique (LGC)","Lamine, Elyes, Thabet, Rafika, Sienou, Amadou, Pingaud, Hervé","KTK-4438, Engineering Sciences [physics]Book sections",2022,2022,English,https://imt-mines-albi.hal.science/hal-03662490,"UNIV-TLSE3, MINES-ALBI, CNRS, EMAC, CGI, INUC, INSTITUTS-TELECOM, LGC, TOULOUSE-INP, UNIV-UT3, UT3-INP, UT3-TOULOUSEINP, INSTITUT-MINES-TELECOM",Springer International Publishing,,"Risk-aware Business, Process Management, Meta-modeling, Multi-view modeling method, Modeling tool, AdoBPRIM, COVID-19 pandemic","Risk consideration in enterprise engineering is gaining attention since the business environment is becoming more and more competitive, complex, and unpredictable. Risk-aware Business Process Management (R-BPM) is a recently emerged management paradigm, which assists organizations in addressing this concern. R-BPM strives to integrate two traditionally isolated areas: risk management and business process management. This chapter will present recent achievements of our long-term research devoted to this field. It consists in developing an integrated process-risk management methodological framework, named BPRIM, and its related multi-view modeling method, called e -BPRIM, which promotes and supports risk-aware process management with AdoBPRIM, a computer-assisted modeling environment based on ADOxx. A case study related to the management of the COVID-19 pandemic in France shall illustrate the usage of the e -BPRIM method with the AdoBPRIM modeling environment.",Souveraineté numérique et sobriété,,,,,,
Book Section,A Tool-based Approach to Analyze Operating Room Schedule Execution: Application to Online Management,"Centre Génie Industriel (CGI), Centre Hospitalier de Narbonne (CH Narbonne)","Rifi, Leah, Fontanili, Franck, Jeanney, Michel","KTK-4468, DOCA-3, Engineering Sciences [physics]Book sections",2022,2022,English,https://imt-mines-albi.hal.science/hal-03722862,"MINES-ALBI, EMAC, CGI, INSTITUTS-TELECOM, INSTITUT-MINES-TELECOM",Wiley-ISTE,,"Healthcare Systems, Technology","This book is centered around the development of agile, high-performing healthcare institutions that are well integrated into their environment. The aim is to take advantage of artificial intelligence, optimization and simulation methods to provide solutions to prevent, anticipate, monitor and follow public health developments in order to intervene at the right time, using tools and resources that are both appropriate and effective. The focus is on the people involved – the patients, as well as medical, technical and administrative staff – in an effort to provide an efficient healthcare and working environment that meets safety, quality and productivity requirements.Healthcare Systems has been written by healthcare professionals, researchers in science and technology as well as in the social sciences and humanities from various French-speaking countries. It explores the challenges and opportunities presented by digital technology in our practices, organizations and management techniques.",Ingénierie santé et bien-être,,,,,,
Book Section,Impact of Industrial Cyber-Physical Systems on the Health System,"Centre Génie Industriel (CGI), Gestion et Conduite des Systèmes de Production (G-SCOP_GCSP)","Fontanili, Franck, Di Mascolo, Maria","KTK-4463, DOCA-3, Engineering Sciences [physics]Book sections",2022,2022,English,https://imt-mines-albi.hal.science/hal-03718273,"UGA, MINES-ALBI, CNRS, INPG, G-SCOP, EMAC, G-SCOP_OSP_GCSP, CGI, INSTITUTS-TELECOM, UGA-EPE, TEST-SEBASTIEN3, INSTITUT-MINES-TELECOM",Wiley-ISTE,,,"As in the industrial field, though arguably far less mature, health cyber-physical systems (HCPS) are a key element in the evolution and modernization of the health system. This chapter provides an overview of the main applications of CPS in the health domain, and more specifically in the production of healthcare. Recently, a digital transformation of the healthcare production system has made it possible to encourage and promote the evolution of medical devices, medical practices and engineering in the organization of flows. HCPS combine the use of smart biosensors and various connected objects, with access to data from patient health records, to facilitate decision support, whether medical or organizational. The concept of a digital twin can be considered as one of the key elements of a cyber-physical system, provided that one of its basic principles is respected, namely a real-time interaction between the virtual and the physical world.",Ingénierie santé et bien-être,,,,,,
Book Section,Chapitre III : Structurer le système d'informations,Centre Génie Industriel (CGI),"Benaben, Frederick","KTK-4265, Engineering Sciences [physics]Book sections",2021,2021,French,https://imt-mines-albi.hal.science/hal-03218655,"MINES-ALBI, EMAC, CGI, INSTITUTS-TELECOM, INSTITUT-MINES-TELECOM",Presses des Mines,,,,Souveraineté numérique et sobriété,,,,,,
Book Section,Vers un prototype de mise à jour des plannings long-terme dans le secteur du service à domicile,"Centre Génie Industriel (CGI), Gestion et Conduite des Systèmes de Production (G-SCOP_GCSP), Recherche Opérationnelle pour les Systèmes de Production (G-SCOP_ROSP), Adomni-Quemera","Martinez, Clea, Di Mascolo, Maria, Espinouse, Marie-Laure, Radureau, Jérôme","KTK-4467, DOCA-3, Engineering Sciences [physics]Book sections",2022,2022,English,https://imt-mines-albi.hal.science/hal-03722843,"UGA, MINES-ALBI, CNRS, INPG, G-SCOP, EMAC, G-SCOP_OSP_ROSP, G-SCOP_OSP_GCSP, CGI, INSTITUTS-TELECOM, UGA-EPE, TEST-SEBASTIEN3, INSTITUT-MINES-TELECOM",Wiley-ISTE,,"Healthcare Systems, Technology","This book is centered around the development of agile, high-performing healthcare institutions that are well integrated into their environment. The aim is to take advantage of artificial intelligence, optimization and simulation methods to provide solutions to prevent, anticipate, monitor and follow public health developments in order to intervene at the right time, using tools and resources that are both appropriate and effective. The focus is on the people involved – the patients, as well as medical, technical and administrative staff – in an effort to provide an efficient healthcare and working environment that meets safety, quality and productivity requirements.Healthcare Systems has been written by healthcare professionals, researchers in science and technology as well as in the social sciences and humanities from various French-speaking countries. It explores the challenges and opportunities presented by digital technology in our practices, organizations and management techniques.",Ingénierie santé et bien-être,,,,,,
Book Section,Intégrer les contributions citoyennes aux dispositifs de gestion de crise,Centre Génie Industriel (CGI),"Batard, Robin","KTK-4540, Engineering Sciences [physics]Book sections",2022,2022,French,https://imt-mines-albi.hal.science/hal-03923116,"MINES-ALBI, EMAC, CGI, INSTITUTS-TELECOM, ANR, INSTITUT-MINES-TELECOM",Presses des Mines,,,,Souveraineté numérique et sobriété,,,,,,
Journal Article,Expert system dedicated to condition-based maintenance based on a knowledge graph approach: Application to an aeronautic system,"APSYS (Blagnac), Centre Génie Industriel (CGI), Activus Group, CEA Tech Occitanie (DOCC)","Sarazin, Alexandre, Bascans, Jérémy, Sciau, Jean-Baptiste, Song, Jiefu, Supiot, Bruno, Montarnal, Aurelie, Lorca, Xavier, Truptil, Sébastien","KTK-4329, DOCA-11, Engineering Sciences [physics]Journal articles",2021,2021,English,https://imt-mines-albi.hal.science/hal-03333514,"CEA, MINES-ALBI, EMAC, CGI, DRT, INSTITUTS-TELECOM, INSTITUT-MINES-TELECOM",Elsevier,,"CBM, Expert System, Knowledge graph","Condition Based Maintenance (CBM) has become the focus of many research topics over the past decades. This is mostly related to the development of new machine learning algorithms and the ever increasing capacity to collect data allowing failures to be detected and the system’s remaining lifetime to be estimated while requiring few or no expert knowledge. However, current machine learning based CBM solutions have limitations. They require an extensive and relevant data set to train on and are performed at the component level, not system-wide. Conversely, Expert Systems (ES) do not have these restrictions but should be used on systems with available expert knowledge and are currently suffering from efficiency, scalability and applicability limits. In this paper, an ES solution for CBM based on an heterogeneous information network will be presented to address the efficiency, scalability and applicability issues of modern ES. An application to an aircraft system will be used as case study to illustrate the process and performance of this solution for anomaly detection and diagnostics.",Souveraineté numérique et sobriété,,,,,,
Journal Article,Stable Heuristic Miner 2: Evaluating the Statistical Stability in Event Logs to Discover Business Processes,"Ecole Nationale d'Ingénieurs de Tarbes (ENIT), Centre Génie Industriel (CGI)","Namaki Araghi, Sina, Fontanili, Franck, Lamine, Elyes, Benaben, Frederick","KTK-4819, DOCA-09, Engineering Sciences [physics]Journal articles",2024,2024,English,https://imt-mines-albi.hal.science/hal-04511067,"MINES-ALBI, EMAC, CGI, INSTITUTS-TELECOM, TOULOUSE-INP, UT3-INP, UT3-TOULOUSEINP, INSTITUT-MINES-TELECOM",,,"Process mining, Statistical stability phenomenon, Automatic procees discovery, Heuristic miner","Abstract Automated process discovery as one of the paradigms of process mining has attracted both industries and academic researchers. These methods offer visibility and comprehension out of complex and unstructured event logs. Over the past decade, the classic heuristic miner and applied heuristic-based process discovery algorithms showed promising results in revealing the hidden process patterns in information systems. One of the challenges related to such algorithms is the arbitrary selection of recorded behaviors in an event log. The offered filtering thresholds are manually adjustable, which could lead to the extraction of a non-optimal process model. This is also visible in commercial process mining solutions. Recently, the first version of the stable heuristic miner algorithm targeted this issue by evaluating the statistical stability of an event log. However, the previous version was limited to evaluating only activities’ behaviors. In this article, we’ll be evaluating the statistical stability of both activities and edges of a graph, which could be discovered from an event log. As a contribution, the stable heuristic miner 2 is introduced. Consequently, the definition of the descriptive reference process model has improved. The novel algorithm is evaluated by using two real-world event logs. These event logs are the familiar Sepsis data set and the urology department patients’ pathways event log, which is recorded by monitoring the interpreted location data of patients on hospital premises and is shared with the scientific community in this article.",Souveraineté numérique et sobriété,,,,,,
Journal Article,"Robustness, Resilience: typology of definitions through a multidisciplinary structured analysis of the literature","Centre Génie Industriel (CGI), Working Life Department, French National Research and Safety Institute for the Prevention of Occupational Accidents and Diseases (INRS), 54500 Vandœuvre-lès-Nancy, France, Sciences de la Cognition, Technologie, Ergonomie (SCoTE)","Clément, Antoine, Wioland, Lien, Govaere, Virginie, Gourc, Didier, Cegarra, Julien, Marmier, François, Kamissoko, Daouda","KTK-4224, DOCA-11, Engineering Sciences [physics]Journal articles",2021,2021,English,https://imt-mines-albi.hal.science/hal-03151809,"MINES-ALBI, EMAC, CGI, INUC, INUC-SCOTE, INSTITUTS-TELECOM, ANR, INSTITUT-MINES-TELECOM",Inderscience,,"Structured literature review, Definitions, Resilience, Robustness","The concepts of robustness and resilience are used with increasing frequency from different sectors. The literature review reveals several meanings for each of these terms due probably to specific use in each of the sectors and a progressive adjustment of the definitions across the time. The aims of this article are to identify these definitions and the main similarities and difference between the concepts of resilience and robustness and to propose a classification of them in order to avoid confusions, bad meaning and to provide a better understanding of the subtleties under these concepts. Based on a structured analysis of the literature published in journals of different sectors this paper conceptualizes and comprehensively presents a systematic review of the recent literature on robustness and resilience definitions. Decision-makers and researchers can benefit from our survey since it introduces a structured analysis and recommendations as to which definitions can be used.",Souveraineté numérique et sobriété,,,,,,
Journal Article,DIAG Approach: Introducing the Cognitive Process Mining by an Ontology-Driven Approach to Diagnose and Explain Concept Drifts,"Ecole Nationale d'Ingénieurs de Tarbes (ENIT), Centre Génie Industriel (CGI)","Namaki Araghi, Sina, Fontanili, Franck, Sarkar, Arkopaul, Lamine, Elyes, Karray, Mohamed-Hedi, Benaben, Frederick","KTK-4729, DOCA-08, Engineering Sciences [physics]Journal articles",2023,2023,English,https://imt-mines-albi.hal.science/hal-04374472,"MINES-ALBI, EMAC, CGI, INSTITUTS-TELECOM, TOULOUSE-INP, UT3-INP, UT3-TOULOUSEINP, INSTITUT-MINES-TELECOM",MDPI,,"Real-time location systems, Process mining, Ontology, Cognitive process mining, Model-based system engineering, Healthcare","The remarkable growth of process mining applications in care pathway monitoring is undeniable. One of the sub-emerging case studies is the use of patients’ location data in process mining analyses. While the streamlining of published works is focused on introducing process discovery algorithms, there is a necessity to address challenges beyond that. Literature analysis indicates that explainability, reasoning, and characterizing the root causes of process drifts in healthcare processes constitute an important but overlooked challenge. In addition, incorporating domain-specific knowledge into process discovery could be a significant contribution to process mining literature. Therefore, we mitigate the issue by introducing cognitive process mining through the DIAG approach, which consists of a meta-model and an algorithm. This approach enables reasoning and diagnosing in process mining through an ontology-driven framework. With DIAG, we modeled the healthcare semantics in a process mining application and diagnosed the causes of drifts in patients’ pathways. We performed an experiment in a hospital living lab to examine the effectiveness of our approach.",Ingénierie santé et bien-être,,,,,,
Journal Article,An AI framework and a metamodel for collaborative situations: Application to crisis management contexts,"Centre Génie Industriel (CGI), Beijing Jiaotong University (BJTU), Laboratoire de Génie Chimique (LGC), Iterop, Nanjing University of Aeronautics and Astronautics [Nanjing] (NUAA), Worldline France","Benaben, Frederick, Fertier, Audrey, Montarnal, Aurelie, Mu, Wenxin, Jiang, Zheng, Truptil, Sébastien, Barthe-Delanoë, Anne-Marie, Lauras, Matthieu, Mace‐ramete, Guillaume, Wang, Tiexin, Bidoux, Loïc, Lamothe, Jacques","KTK-4084, DOCA-15, Engineering Sciences [physics]Journal articles",2020,2020,English,https://imt-mines-albi.hal.science/hal-02953739,"UNIV-TLSE3, MINES-ALBI, CNRS, EMAC, CGI, INSTITUTS-TELECOM, LGC, TOULOUSE-INP, UNIV-UT3, UT3-INP, UT3-TOULOUSEINP, INSTITUT-MINES-TELECOM",Wiley,,"collaboration, crisis management, data science, knowledge management, metamodel, model‐driven engineering, network, artificial intelligence","Identifying, designing, deploying and maintaining accurate collaborative networks of organizations (e.g. responders in a crisis situation) are key activities in nowadays ecosystems. However, there is a lack regarding formal approaches dedicated to characterize collaborative networks of organizations. Formal descriptions of collaborative situations, that could be used, transformed, computed and exploited would be of great benefit for the quality of such collaborative networks. This article presents a model‐based AI framework for describing collaborative situations and the associated formal metamodel dedicated to be instantiated to characterize collaborative situations in a very wide range of application domains. This metamodel (describing collaborative situation between organizations) is structured according to four complementary dimensions: the context (social, physical and geographical environment), the partners (the involved organizations, their capabilities resources and relations), the objectives (the aims of the network, the goals to be the achieved and the risks to avoid, etc.) and the behaviour (the collaborative processes to be implemented by the partners to achieve the objectives in the considered context). Besides, this metamodel can be extended for some precise application domains. This article focuses on this mechanism in the specific context of crisis management.",Industrie du futur responsable,,,,,,
Journal Article,An Improved Decision Support Method for Resilience Assessment Based on Multi-Viewpoint Modeling and Functional Analysis of Interconnected Systems,"Axellience, Centre Génie Industriel (CGI), Laboratoire des Sciences des Risques (LSR)","Nastov, Blazho, Kamissoko, Daouda, Chapurlat, Vincent","KTK-4290, DOCA-13, Engineering Sciences [physics]Journal articles",2021-07,2021,English,https://imt-mines-ales.hal.science/hal-03274401,"MINES-ALBI, EM-ALES, EMAC, CGI, INSTITUTS-TELECOM, ANR, IMT-MINES-ALES, INSTITUT-MINES-TELECOM",IGI Global,,,"Critical infrastructures provide services that are essential to the functioning and well-being of society. Failure to provide these services is unacceptable. This is a problem when considering the unpredictable nature of the environment (leading to crisis, natural disasters, terrorist attacks) and internal failures. The concern is even greater due to the interconnected and interdependent nature of critical infrastructures, which might lead to failure propagation, causing domino and cascade effects. The resilience of a system is the ability to reduce the magnitude and/or duration of disruptive events or their consequences, allowing a satisfactory level of performance and quality of services. Improving critical infrastructures' resilience before any disruption occurs can reassure society's vital needs. The goal of the paper is to define an improved decision support method for resilience by combining resilience assessment and multi-viewpoint modeling methods.",Souveraineté numérique et sobriété,,,,,,
Journal Article,Case study: The downside of using a worst‐case approach in occupational safety policy as an interpretation of the precautionary principle: Putting the uncertain UXO occupational safety risk into probabilistic perspective,"Radboud University [Nijmegen], TenneT, Crisislab, Centre Génie Industriel (CGI), Technische Universität Darmstadt - Technical University of Darmstadt (TU Darmstadt)","Helsloot, Marijn, Snip, Wino, Helsloot, Ira","KTK-4912, DOCA-11, Computer Science [cs]/Other [cs.OH]Journal articles",2024,2024,English,https://imt-mines-albi.hal.science/hal-04706955,"MINES-ALBI, EMAC, CGI, INSTITUTS-TELECOM, INSTITUT-MINES-TELECOM",Wiley,,"Precautionary principle, Worst-case approach, Probabilistic Risk Assessment, Unexploded ordnance (UXO), Cable Installation","Unexploded ordnance (UXO) from the World Wars on the North Sea floor pose an uncertain occupational safety risk for dredging and cable installation. At present mitigation strategies are based on an interpretation of the precautionary principle that uses a worst‐case approach, that is, assuming that UXO will be encountered, will explode, and will harm people onboard. We propose a probabilistic framework to estimate the UXO risk. Using this probabilistic framework, we conclude that the UXO risk during cable installation meets the prevailing safety standard in the Netherlands. Furthermore, we demonstrate that the UXO risk is lower than the general maritime risk, that is, the occupational health risk caused by the mitigation is higher than the UXO risk itself. We conclude that even for uncertain occupational risks, such as the UXO risk in the North Sea, a probabilistic analysis can be more instrumental in the decision‐making process on accepting and mitigating risks than using worst‐case scenario thinking.",Souveraineté numérique et sobriété,,,,,,
Journal Article,Risk-aware business process management using multi-view modeling: method and tool,"Institut Supérieur d'Informatique et des Techniques de Communication (Université de Sousse) (ISITCom), Laboratoire de Génie Chimique (LGC), Business Informatics Group [Vienne], Universität Wien = University of Vienna, Institut national universitaire Champollion [Albi] (INUC), Centre Génie Industriel (CGI)","Thabet, Rafika, Bork, Dominik, Boufaied, Amine, Lamine, Elyes, Korbaa, Ouajdi, Pingaud, Hervé","Correction to: Risk‑aware business process management using multi‑view modeling: method and tool : https://doi.org/10.1007/s00766-021-00356-2, KTK-4247, DOCA-11, Humanities and Social Sciences/Business administration, Engineering Sciences [physics]/OtherJournal articles",2021,2021,English,https://imt-mines-albi.hal.science/hal-03202277,"SHS, UNIV-TLSE3, MINES-ALBI, CNRS, EMAC, CGI, INUC, INSTITUTS-TELECOM, LGC, TOULOUSE-INP, UNIV-UT3, UT3-INP, UT3-TOULOUSEINP, INSTITUT-MINES-TELECOM",Springer Verlag,,"Risk-aware business process management, Meta-modeling, Multi-view modeling, Consistency","Risk-aware Business Process Management (R-BPM) has been addressed in research since more than a decade. However, the integration of the two independent research streams is still ongoing with a lack of research focusing on the conceptual modeling perspective. Such an integration results in an increased meta-model complexity and a higher entry barrier for modelers in creating conceptual models and for addressees of the models in comprehending them. Multi-view modeling can reduce this complexity by providing multiple interdependent viewpoints that, all together, represent a complex system. Each viewpoint only covers those concepts that are necessary to separate the different concerns of stakeholders. However, adopting multi-view modeling discloses a number of challenges particularly related to managing consistency which is threatened by semantic and syntactic overlaps between the viewpoints. Moreover, usability and efficiency of multi-view modeling have never been systematically evaluated. This paper reports on the conceptualization, implementation, and empirical evaluation of e-BPRIM, a multi-view modeling extension of the Business Process-Risk Management-Integrated Method (BPRIM). The findings of our research contribute to theory by showing, that multi-view modeling outperforms diagram-oriented modeling by means of usability and efficiency of modeling, and quality of models. Moreover, the developed modeling tool is openly available, allowing its adoption and use in R-BPM practice. Eventually, the detailed presentation of the conceptualization serves as a blueprint for other researchers aiming to harness multi-view modeling.",Souveraineté numérique et sobriété,,,,,,
Journal Article,Situational awareness and decision-making in a crisis situation: A crisis management cell in virtual reality,"Centre Génie Industriel (CGI), Immersive factory [France], Pennsylvania State University (Penn State)","Conges, Aurélie, Breard, Loïc, Patruno, William, Ouro-Sao, Anouar, Salatge, Nicolas, Fertier, Audrey, Lauras, Matthieu, Graham, Jacob, Benaben, Frederick","KTK-4664, DOCA-11, Engineering Sciences [physics]Journal articles",2023,2023,English,https://imt-mines-albi.hal.science/hal-04206526,"MINES-ALBI, EMAC, CGI, IRISA-D7, INSTITUTS-TELECOM, INSTITUT-MINES-TELECOM",Elsevier,,"Crisis management, Situational awareness, Decision-support, Virtual reality","In a constantly evolving and hyper-connected world, the crises we are facing are changing, exceeding borders, and impacting every sector of activity. More data can be gathered from the crisis site, arriving in a large flow of various types from multiple sources such as sensors, open data, or social media. This huge amount of data coming continuously from the crisis site leads to an ever-changing situational awareness that must be built and understood as quickly as it is evolving to ensure a relevant and effective crisis response. To build a shared situational awareness, decision-makers can gather in a room where they can share and compare the information they receive from the crisis site to build a common operational picture that they can use to make decisions and implement them: this is a crisis management cell. However, the tools in traditional crisis management cells may not be able to keep up with the new requirements induced by these changes: we need modular and dynamic tools able to adapt to the crisis and the needs of the crisis managers while ensuring collaboration and information sharing not only between the stakeholders but also with remote experts that might be needed to understand the situation. We need to start conceiving the future crisis management cell that would meet the new exigencies of crisis management. This paper proposes our version of that future crisis management cell, using virtual reality to provide a dynamic and modular crisis management cell linked to artificial intelligence and decision-support systems.",Souveraineté numérique et sobriété,,,,,,
Journal Article,Managing events to improve situation awareness and resilience in a supply chain,"Centre Génie Industriel (CGI), CEA Tech Occitanie (DOCC)","Fertier, Audrey, Martin, Guillaume, Barthe-Delanoë, Anne-Marie, Lesbegueries, Julien, Montarnal, Aurelie, Truptil, Sébastien, Benaben, Frederick, Salatge, Nicolas","KTK-4284, DOCA-11, Engineering Sciences [physics]/Other, Computer Science [cs]/Operations Research [math.OC]Journal articles",2021,2021,English,https://imt-mines-albi.hal.science/hal-03272000,"CEA, MINES-ALBI, EMAC, CGI, DRT, TDS-MACS, INSTITUTS-TELECOM, INSTITUT-MINES-TELECOM",Elsevier,,"Decision support systems, Complex event processing, Supply chain event management, Big Data, Metamodeling, Situation awareness","This paper aims at improving supply chain resilience by applying a model- and event-driven architecture from the crisis management field: the AIC information system which Acquires, Interprets and Contextualizes events. It begins with a literature review on information systems able to process events in order to improve situational awareness within supply chains. It concludes that supply chain managers still lack a decision support system able to access new information in near real time. The paper describes the components of the AIC information system, and the implications for a supply chain use case. By testing the architecture on a pharmaceutical supply chain, we assess the accuracy, cost and speed of the detection of new risks. These works are made possible by the use of several data streams aggregated into a single decision-making platform. This supports the claim for a more connected supply chain. Our contributions make crisis management knowledge available to supply chain management and help improving resilient decision-making in a fast changing context.",Industrie du futur responsable,,,,,,
